Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	x1	x2
59	4	18	1	9.10395871419683E-4	0.02427439185156488	0.01792065209908289	Search direction computation.
60	4	19	1	9.10395871419683E-4	0.01792065209908289	0.02427439185156488	Search direction computation.
61	4	20	1	6.40929150284027E-4	0.017901524380398826	0.017901524380398826	Decrease computation.
62	4	21	1	1.21808811559239E-5	0.002467881799836036	0.002467881799836036	Line search. lambda = 44.40892098500622.
63	4	22	1	3.89510300271376E-6	-0.0013955470258493197	-0.0013955470258493197	Line search. lambda = 55.51115123125777.
64	4	23	1	8.50320635035682E-4	0.023003714121404784	0.01792065209908289	Search direction computation.
65	4	24	1	8.50320635035682E-4	0.01792065209908289	0.023003714121404784	Search direction computation.
66	4	25	1	6.41236101847719E-4	0.017905810535238542	0.017905810535238542	Decrease computation.
67	4	26	1	1.32545863126924E-6	-8.140818850917997E-4	-8.140818850917997E-4	Line search. lambda = 55.51115123125777.
68	4	27	1	6.0455516035247E-5	-0.005497977629785655	-0.005497977629785655	Line search. lambda = 69.38893903907221.
69	4	28	1	1.72055939655018E-5	0.002933052502556155	0.002933052502556155	Line search. lambda = 44.40892098500622.
70	4	29	1	8.04584320483859E-4	0.021987145081330928	0.01792065209908289	Search direction computation.
71	4	30	1	8.04584320483859E-4	0.01792065209908289	0.021987145081330928	Search direction computation.
72	4	31	1	6.41469838624751E-4	0.017909073658689767	0.017909073658689767	Decrease computation.
73	4	32	1	2.43432574168174E-7	-3.4887861368115836E-4	-3.4887861368115836E-4	Line search. lambda = 55.51115123125777.
74	4	33	1	4.83435773173924E-5	-0.004916481329029554	-0.004916481329029554	Line search. lambda = 69.38893903907221.
75	4	34	1	2.18488708876973E-5	0.0033052133734221556	0.0033052133734221556	Line search. lambda = 44.40892098500622.
76	4	35	1	7.69482687721859E-4	0.021173873430846202	0.01792065209908289	Search direction computation.
77	4	36	1	7.69482687721859E-4	0.01792065209908289	0.021173873430846202	Search direction computation.
78	4	37	1	6.41649255427332E-4	0.017911578035272768	0.017911578035272768	Decrease computation.
79	4	38	1	1.08607521015034E-9	2.3303167275612324E-5	2.3303167275612324E-5	Line search. lambda = 55.51115123125777.
80	4	39	1	3.9627416956713E-5	-0.004451259201434632	-0.004451259201434632	Line search. lambda = 69.38893903907221.
81	4	40	1	7.42353397893151E-4	0.02052324599659583	0.01792065209908289	Search direction computation.
82	4	41	1	7.42353397893151E-4	0.01792065209908289	0.02052324599659583	Search direction computation.
83	4	42	1	6.41787939960733E-4	0.017913513613480925	0.017913513613480925	Decrease computation.
84	4	43	1	2.06159636181868E-7	3.210604586225685E-4	3.210604586225685E-4	Line search. lambda = 55.51115123125777.
85	4	44	1	3.3277558341791E-5	-0.0040790659679509345	-0.0040790659679509345	Line search. lambda = 69.38893903907221.
86	4	45	1	7.21259290272569E-4	0.02000273777801942	0.01792065209908289	Search direction computation.
87	4	46	1	7.21259290272569E-4	0.01792065209908289	0.02000273777801942	Search direction computation.
88	4	47	1	6.41895783083552E-4	0.01791501860288669	0.01791501860288669	Decrease computation.
89	4	48	1	6.25574103608903E-7	5.592736823814004E-4	5.592736823814004E-4	Line search. lambda = 55.51115123125777.
90	4	49	1	2.85964852367481E-5	-0.0037813017095140733	-0.0037813017095140733	Line search. lambda = 69.38893903907221.
91	4	50	1	7.04773988479989E-4	0.019586327292875128	0.01792065209908289	Search direction computation.
92	4	51	1	7.04773988479989E-4	0.01792065209908289	0.019586327292875128	Search direction computation.
93	4	52	1	6.41980070101297E-4	0.017916194770392746	0.017916194770392746	Decrease computation.
94	4	53	1	1.12454670668468E-6	7.498488870048003E-4	7.498488870048003E-4	Line search. lambda = 55.51115123125777.
95	4	54	1	2.51068920103876E-5	-0.003543084250366313	-0.003543084250366313	Line search. lambda = 69.38893903907221.
96	4	55	1	6.91835345393215E-4	0.019253196455052635	0.01792065209908289	Search direction computation.
97	4	56	1	6.91835345393215E-4	0.01792065209908289	0.019253196455052635	Search direction computation.
98	4	57	1	6.42046227428995E-4	0.017917117896427914	0.017917117896427914	Decrease computation.
99	4	58	1	1.62833373779028E-6	9.023119576372363E-4	9.023119576372363E-4	Line search. lambda = 55.51115123125777.
100	4	59	1	2.24785993954185E-5	-0.0033525064798907156	-0.0033525064798907156	Line search. lambda = 69.38893903907221.
101	4	60	1	6.81644178080014E-4	0.01898669024405386	0.01792065209908289	Search direction computation.
102	4	61	1	6.81644178080014E-4	0.01792065209908289	0.01898669024405386	Search direction computation.
103	4	62	1	6.42098338877701E-4	0.017917844999855603	0.017917844999855603	Decrease computation.
104	4	63	1	2.09831643816109E-6	0.0010242842472090175	0.0010242842472090175	Line search. lambda = 55.51115123125777.
105	4	64	1	2.04805358821803E-5	-0.0032000418655214746	-0.0032000418655214746	Line search. lambda = 69.38893903907221.
106	4	65	1	6.7359348453293E-4	0.018773484303042043	0.01792065209908289	Search direction computation.
107	4	66	1	6.7359348453293E-4	0.01792065209908289	0.018773484303042043	Search direction computation.
108	4	67	1	6.42139506736401E-4	0.01791841938811012	0.01791841938811012	Decrease computation.
109	4	68	1	2.51715424958212E-6	0.0011218632380067817	0.0011218632380067817	Line search. lambda = 55.51115123125777.
110	4	69	1	1.89490133239145E-5	-0.0030780686577718264	-0.0030780686577718264	Line search. lambda = 69.38893903907221.
111	4	70	1	6.67218364562738E-4	0.018602918935112678	0.01792065209908289	Search direction computation.
112	4	71	1	6.67218364562738E-4	0.01792065209908289	0.018602918935112678	Search direction computation.
113	4	72	1	6.42172107352945E-4	0.017918874230165027	0.017918874230165027	Decrease computation.
114	4	73	1	2.87965040419599E-6	0.001199927165330461	0.001199927165330461	Line search. lambda = 55.51115123125777.
115	4	74	1	1.77666309152734E-5	-0.0029804891306020043	-0.0029804891306020043	Line search. lambda = 69.38893903907221.
79	4	38	1	1.08607521015034E-9	2.3303167275612324E-5	2.3303167275612324E-5	Minimum point.
